customer_id,source,username,region,device,app_version,timestamp,rating,sentiment,review_text,theme,severity,strategic_goal,helpful_votes,feedback_text,author_handle,source_channel,account_name,account_type,contact_role,deal_stage,note_type,product_area,note_text,ARR_impact_estimate_USD,requested_feature,blocker,next_step,handle,followers,verified,tweet_text,likes,retweets,reply_count,source_weight,impact_score
GP-021,Google Play Store,and_1q7uww5w,US-TX,Galaxy S22,11.2.0,2025-06-14 14:40:00,2.0,negative,Gas/fee estimates confusing for first on-chain transfer.,Wallet & On-chain UX,0.57,Onchain Adoption,32.0,Gas/fee estimates confusing for first on-chain transfer.,and_1q7uww5w,Google Play Store,,,,,,,,,,,,,,,,,,,5.2,8.892
GP-022,Google Play Store,and_lqc3c54w,EU-ES,Galaxy S22,11.3.1,2025-07-12 17:50:00,2.0,negative,Price execution feels off vs reference; need clearer spread breakdown.,Trading/Execution & Fees,0.83,Growth,41.0,Price execution feels off vs reference; need clearer spread breakdown.,and_lqc3c54w,Google Play Store,,,,,,,,,,,,,,,,,,,6.1,15.189
GP-023,Google Play Store,and_lrfcd6mz,EU-ES,OnePlus 11,11.2.1,2025-02-24 07:45:00,2.0,negative,App froze during a volatile move; missed my entry.,Performance/Outages,0.52,Trust&Safety,10.0,App froze during a volatile move; missed my entry.,and_lrfcd6mz,Google Play Store,,,,,,,,,,,,,,,,,,,3.0,4.68
GP-024,Google Play Store,and_nkomv2xc,US-NY,Galaxy S23,11.3.1,2025-04-27 08:46:00,2.0,negative,Account recheck blocked withdrawals longer than expected.,Onboarding/KYC & Account Holds,0.17,Compliance,22.0,Account recheck blocked withdrawals longer than expected.,and_nkomv2xc,Google Play Store,,,,,,,,,,,,,,,,,,,4.2,2.142
GP-025,Google Play Store,and_8zov7ln2,BR,Pixel 7,11.4.0,2025-03-09 20:42:00,2.0,negative,Account recheck blocked withdrawals longer than expected.,Onboarding/KYC & Account Holds,0.11,Compliance,11.0,Account recheck blocked withdrawals longer than expected.,and_8zov7ln2,Google Play Store,,,,,,,,,,,,,,,,,,,3.1,1.023
GP-026,Google Play Store,and_m1g9fk2s,EU-ES,Nothing Phone 2,11.4.0,2025-02-23 21:21:00,2.0,negative,App froze during a volatile move; missed my entry.,Performance/Outages,0.22,Trust&Safety,44.0,App froze during a volatile move; missed my entry.,and_m1g9fk2s,Google Play Store,,,,,,,,,,,,,,,,,,,6.4,4.224
GP-027,Google Play Store,and_3fpoyipk,SG,Nothing Phone 2,11.3.1,2025-04-14 17:15:00,2.0,negative,Gas/fee estimates confusing for first on-chain transfer.,Wallet & On-chain UX,0.82,Onchain Adoption,23.0,Gas/fee estimates confusing for first on-chain transfer.,and_3fpoyipk,Google Play Store,,,,,,,,,,,,,,,,,,,4.3,10.578
GP-028,Google Play Store,and_9qkns832,US-TX,Nothing Phone 2,11.3.0,2025-02-27 20:30:00,1.0,negative,Gas/fee estimates confusing for first on-chain transfer.,Wallet & On-chain UX,0.67,Onchain Adoption,7.0,Gas/fee estimates confusing for first on-chain transfer.,and_9qkns832,Google Play Store,,,,,,,,,,,,,,,,,,,1.7,3.417
GP-029,Google Play Store,and_dfqs3d63,IN,Pixel 8,11.2.0,2025-05-31 01:25:00,1.0,negative,Account recheck blocked withdrawals longer than expected.,Onboarding/KYC & Account Holds,0.41,Compliance,23.0,Account recheck blocked withdrawals longer than expected.,and_dfqs3d63,Google Play Store,,,,,,,,,,,,,,,,,,,3.3,4.059
GP-030,Google Play Store,and_b74x2ek3,SG,Nothing Phone 2,11.2.1,2025-08-13 15:28:00,1.0,negative,App froze during a volatile move; missed my entry.,Performance/Outages,0.12,Trust&Safety,9.0,App froze during a volatile move; missed my entry.,and_b74x2ek3,Google Play Store,,,,,,,,,,,,,,,,,,,1.9,0.684
GP-031,Google Play Store,and_7vp1ieix,CA,Galaxy S22,11.2.0,2025-03-14 15:38:00,1.0,negative,Gas/fee estimates confusing for first on-chain transfer.,Wallet & On-chain UX,0.67,Onchain Adoption,27.0,Gas/fee estimates confusing for first on-chain transfer.,and_7vp1ieix,Google Play Store,,,,,,,,,,,,,,,,,,,3.7,7.437
GP-032,Google Play Store,and_wioxd9cs,EU-ES,Nothing Phone 2,11.4.0,2025-07-05 00:24:00,1.0,negative,Price execution feels off vs reference; need clearer spread breakdown.,Trading/Execution & Fees,0.61,Growth,16.0,Price execution feels off vs reference; need clearer spread breakdown.,and_wioxd9cs,Google Play Store,,,,,,,,,,,,,,,,,,,2.6,4.758
GP-033,Google Play Store,and_mcixdu1e,UK,Galaxy S23,11.3.0,2025-07-28 05:53:00,2.0,negative,Price execution feels off vs reference; need clearer spread breakdown.,Trading/Execution & Fees,0.61,Growth,4.0,Price execution feels off vs reference; need clearer spread breakdown.,and_mcixdu1e,Google Play Store,,,,,,,,,,,,,,,,,,,2.4,4.392
GP-034,Google Play Store,and_bh25llo3,EU-FR,Pixel 8,11.2.0,2025-07-29 06:18:00,3.0,neutral,Charts load fine; volume varies by pair and time of day.,Performance/Outages,0.79,Trust&Safety,17.0,Charts load fine; volume varies by pair and time of day.,and_bh25llo3,Google Play Store,,,,,,,,,,,,,,,,,,,4.7,3.713
GP-035,Google Play Store,and_pop8mgyn,JP,Galaxy S23,11.3.0,2025-03-07 23:27:00,3.0,neutral,Switched to Advanced Trade after Pro sunset; still exploring features.,"Security, Fraud & Phishing",0.58,Trust&Safety,34.0,Switched to Advanced Trade after Pro sunset; still exploring features.,and_pop8mgyn,Google Play Store,,,,,,,,,,,,,,,,,,,6.4,3.712
GP-036,Google Play Store,and_dlkqzfpq,SG,Nothing Phone 2,11.3.0,2025-07-21 13:17:00,3.0,neutral,Saw new pairs listed; undecided if I’ll trade them.,"Security, Fraud & Phishing",0.64,Trust&Safety,23.0,Saw new pairs listed; undecided if I’ll trade them.,and_dlkqzfpq,Google Play Store,,,,,,,,,,,,,,,,,,,5.3,3.392
GP-037,Google Play Store,and_8fv2bc2n,EU-DE,Galaxy S23,11.2.0,2025-07-18 04:43:00,3.0,neutral,Using bank transfer; settlement times are predictable so far.,Trading/Execution & Fees,0.4,Growth,36.0,Using bank transfer; settlement times are predictable so far.,and_8fv2bc2n,Google Play Store,,,,,,,,,,,,,,,,,,,6.6,2.64
GP-038,Google Play Store,and_nlk8ags6,US-NY,Pixel 8,11.3.0,2025-08-13 14:13:00,3.0,neutral,Using limit orders mainly; haven’t tried advanced triggers yet.,Performance/Outages,0.26,Trust&Safety,4.0,Using limit orders mainly; haven’t tried advanced triggers yet.,and_nlk8ags6,Google Play Store,,,,,,,,,,,,,,,,,,,3.4,0.884
GP-039,Google Play Store,and_gz9389yz,EU-ES,Galaxy S23,11.3.0,2025-05-01 05:45:00,3.0,neutral,Charts load fine; volume varies by pair and time of day.,Performance/Outages,0.51,Trust&Safety,12.0,Charts load fine; volume varies by pair and time of day.,and_gz9389yz,Google Play Store,,,,,,,,,,,,,,,,,,,4.2,2.142
GP-040,Google Play Store,and_2atn2twd,US-IL,Galaxy S22,11.3.1,2025-06-28 13:49:00,3.0,neutral,Using limit orders mainly; haven’t tried advanced triggers yet.,Support Experience,0.2,CX Efficiency,41.0,Using limit orders mainly; haven’t tried advanced triggers yet.,and_2atn2twd,Google Play Store,,,,,,,,,,,,,,,,,,,7.1,1.42
GP-041,Google Play Store,and_qse3tv1e,EU-ES,Nothing Phone 2,11.2.0,2025-03-17 16:09:00,3.0,neutral,Switched to Advanced Trade after Pro sunset; still exploring features.,Tax Docs & Reporting,0.23,Compliance,22.0,Switched to Advanced Trade after Pro sunset; still exploring features.,and_qse3tv1e,Google Play Store,,,,,,,,,,,,,,,,,,,5.2,1.196
GP-042,Google Play Store,and_4jwtekts,US-TX,Galaxy S23,11.4.0,2025-03-25 05:42:00,3.0,neutral,Using bank transfer; settlement times are predictable so far.,Wallet & On-chain UX,0.76,Onchain Adoption,5.0,Using bank transfer; settlement times are predictable so far.,and_4jwtekts,Google Play Store,,,,,,,,,,,,,,,,,,,3.5,2.66
GP-043,Google Play Store,and_x1oxrwk8,EU-FR,Pixel 7,11.3.1,2025-05-01 14:04:00,3.0,neutral,Switched to Advanced Trade after Pro sunset; still exploring features.,Wallet & On-chain UX,0.45,Onchain Adoption,29.0,Switched to Advanced Trade after Pro sunset; still exploring features.,and_x1oxrwk8,Google Play Store,,,,,,,,,,,,,,,,,,,5.9,2.655
GP-044,Google Play Store,and_vlz049en,EU-ES,Pixel 6,11.3.0,2025-04-16 14:07:00,3.0,neutral,Using limit orders mainly; haven’t tried advanced triggers yet.,"Security, Fraud & Phishing",0.3,Trust&Safety,3.0,Using limit orders mainly; haven’t tried advanced triggers yet.,and_vlz049en,Google Play Store,,,,,,,,,,,,,,,,,,,3.3,0.99
GP-045,Google Play Store,and_5p8637zg,US-TX,Galaxy S22,11.4.0,2025-06-13 15:56:00,3.0,neutral,Saw new pairs listed; undecided if I’ll trade them.,Product Availability by Region,0.12,Growth,32.0,Saw new pairs listed; undecided if I’ll trade them.,and_5p8637zg,Google Play Store,,,,,,,,,,,,,,,,,,,6.2,0.744
GP-046,Google Play Store,and_8hmbr5xq,EU-ES,Pixel 6,11.2.0,2025-06-04 04:56:00,3.0,neutral,Charts load fine; volume varies by pair and time of day.,Performance/Outages,0.71,Trust&Safety,2.0,Charts load fine; volume varies by pair and time of day.,and_8hmbr5xq,Google Play Store,,,,,,,,,,,,,,,,,,,3.2,2.272
GP-047,Google Play Store,and_bunknqt3,CA,OnePlus 11,11.4.0,2025-03-16 04:06:00,3.0,neutral,Charts load fine; volume varies by pair and time of day.,Performance/Outages,0.74,Trust&Safety,35.0,Charts load fine; volume varies by pair and time of day.,and_bunknqt3,Google Play Store,,,,,,,,,,,,,,,,,,,6.5,4.81
GP-048,Google Play Store,and_hssbelrq,CA,Galaxy S23,11.2.1,2025-05-08 19:20:00,3.0,neutral,Saw new pairs listed; undecided if I’ll trade them.,Trading/Execution & Fees,0.89,Growth,37.0,Saw new pairs listed; undecided if I’ll trade them.,and_hssbelrq,Google Play Store,,,,,,,,,,,,,,,,,,,6.7,5.963
GP-049,Google Play Store,and_3tzk3ny9,CA,Pixel 8,11.2.0,2025-07-16 15:16:00,3.0,neutral,Saw new pairs listed; undecided if I’ll trade them.,Performance/Outages,0.57,Trust&Safety,33.0,Saw new pairs listed; undecided if I’ll trade them.,and_3tzk3ny9,Google Play Store,,,,,,,,,,,,,,,,,,,6.3,3.591
GP-050,Google Play Store,and_fyb8dalf,SG,Pixel 7,11.3.1,2025-06-22 19:58:00,3.0,neutral,Using bank transfer; settlement times are predictable so far.,Product Availability by Region,0.66,Growth,13.0,Using bank transfer; settlement times are predictable so far.,and_fyb8dalf,Google Play Store,,,,,,,,,,,,,,,,,,,4.3,2.838
INT-001,Internal Sales Notes,,AU,,,2025-04-18 08:35:00,,positive,,"Security, Fraud & Phishing",0.34,Trust&Safety,,Pricing acceptable with volume tiers; legal review clean.,Acct-CO_9RN,Internal Sales Notes,Acct-CO_9RN,Enterprise,CTO,Negotiation,Support Escalation,API/Execution,Pricing acceptable with volume tiers; legal review clean.,20000.0,Post-trade Receipt,Security Approval,Wait for QBR,,,,,,,,0.4,0.0272
INT-002,Internal Sales Notes,,JP,,,2025-03-06 11:59:00,,positive,,"Security, Fraud & Phishing",0.45,Trust&Safety,,Migration plan from Pro approved; internal champions identified.,Acct-CO_U7Z,Internal Sales Notes,Acct-CO_U7Z,Mid-Market,PM,Evaluation,Call Summary,Funding & Withdrawals,Migration plan from Pro approved; internal champions identified.,20000.0,None,Missing Feature,Provide Security Docs,,,,,,,,0.4,0.036
INT-003,Internal Sales Notes,,US-FL,,,2025-06-14 03:43:00,,positive,,Wallet & On-chain UX,0.72,Onchain Adoption,,Pricing acceptable with volume tiers; legal review clean.,Acct-CO_7ZE,Internal Sales Notes,Acct-CO_7ZE,Enterprise,Head of Trading,Prospect,Support Escalation,Funding & Withdrawals,Pricing acceptable with volume tiers; legal review clean.,0.0,API Keys per Desk,Security Approval,Wait for QBR,,,,,,,,0.1,0.0144
INT-004,Internal Sales Notes,,IN,,,2025-05-26 15:11:00,,positive,,Support Experience,0.85,CX Efficiency,,Migration plan from Pro approved; internal champions identified.,Acct-CO_1KK,Internal Sales Notes,Acct-CO_1KK,SMB,PM,Pilot,Email,Advanced Trade Core,Migration plan from Pro approved; internal champions identified.,20000.0,OCO,Compliance Review,Pricing Review,,,,,,,,0.4,0.068
INT-005,Internal Sales Notes,,US-FL,,,2025-06-11 20:16:00,,positive,,"Payments, Deposits & Withdrawals",0.67,CX Efficiency,,Pricing acceptable with volume tiers; legal review clean.,Acct-CO_7MQ,Internal Sales Notes,Acct-CO_7MQ,Mid-Market,Head of Trading,Evaluation,Email,Wallet & On-chain,Pricing acceptable with volume tiers; legal review clean.,0.0,None,Pricing,Pricing Review,,,,,,,,0.1,0.0134
INT-006,Internal Sales Notes,,UK,,,2025-04-15 14:48:00,,positive,,Trading/Execution & Fees,0.31,Growth,,Advanced order types matched competitor; trader desk satisfied.,Acct-CO_VWO,Internal Sales Notes,Acct-CO_VWO,Mid-Market,PM,Prospect,QBR Note,Reporting/Tax,Advanced order types matched competitor; trader desk satisfied.,20000.0,Post-trade Receipt,None,None,,,,,,,,0.4,0.0248
INT-007,Internal Sales Notes,,SG,,,2025-07-21 07:14:00,,positive,,"Security, Fraud & Phishing",0.87,Trust&Safety,,API latency met sub-50ms target; ready for scale testing.,Acct-CO_YCE,Internal Sales Notes,Acct-CO_YCE,Mid-Market,Head of Trading,Closed Won,QBR Note,Funding & Withdrawals,API latency met sub-50ms target; ready for scale testing.,50000.0,Trailing Stop,Missing Feature,None,,,,,,,,1.0,0.174
INT-008,Internal Sales Notes,,EU-FR,,,2025-07-08 03:03:00,,positive,,Performance/Outages,0.76,Trust&Safety,,Migration plan from Pro approved; internal champions identified.,Acct-CO_612,Internal Sales Notes,Acct-CO_612,Enterprise,Compliance Lead,Closed Won,QBR Note,Advanced Trade Core,Migration plan from Pro approved; internal champions identified.,120000.0,Trailing Stop,None,None,,,,,,,,2.4,0.3648
INT-009,Internal Sales Notes,,EU-ES,,,2025-07-07 14:43:00,,positive,,"Security, Fraud & Phishing",0.75,Trust&Safety,,Advanced order types matched competitor; trader desk satisfied.,Acct-CO_4PY,Internal Sales Notes,Acct-CO_4PY,SMB,CFO,Pilot,RFP Response,Advanced Trade Core,Advanced order types matched competitor; trader desk satisfied.,250000.0,OCO,Missing Feature,Pricing Review,,,,,,,,5.0,0.75
INT-010,Internal Sales Notes,,US-TX,,,2025-05-22 14:55:00,,positive,,"Payments, Deposits & Withdrawals",0.83,CX Efficiency,,Advanced order types matched competitor; trader desk satisfied.,Acct-CO_BMC,Internal Sales Notes,Acct-CO_BMC,Mid-Market,PM,Closed Lost,Support Escalation,Funding & Withdrawals,Advanced order types matched competitor; trader desk satisfied.,50000.0,SLA Dashboard,Compliance Review,None,,,,,,,,1.0,0.166
INT-011,Internal Sales Notes,,SG,,,2025-04-13 07:29:00,,positive,,"Payments, Deposits & Withdrawals",0.38,CX Efficiency,,API latency met sub-50ms target; ready for scale testing.,Acct-CO_GTT,Internal Sales Notes,Acct-CO_GTT,Enterprise,Compliance Lead,Pilot,RFP Response,Reporting/Tax,API latency met sub-50ms target; ready for scale testing.,20000.0,Trailing Stop,Compliance Review,Schedule Pilot,,,,,,,,0.4,0.0304
INT-012,Internal Sales Notes,,US-FL,,,2025-06-22 09:14:00,,positive,,Onboarding/KYC & Account Holds,0.75,Compliance,,Pricing acceptable with volume tiers; legal review clean.,Acct-CO_ICV,Internal Sales Notes,Acct-CO_ICV,Mid-Market,Compliance Lead,Discovery,Call Summary,API/Execution,Pricing acceptable with volume tiers; legal review clean.,250000.0,API Keys per Desk,Pricing,None,,,,,,,,5.0,0.75
INT-013,Internal Sales Notes,,AU,,,2025-05-13 20:42:00,,positive,,Support Experience,0.4,CX Efficiency,,API latency met sub-50ms target; ready for scale testing.,Acct-CO_KFX,Internal Sales Notes,Acct-CO_KFX,SMB,CFO,Negotiation,Support Escalation,Advanced Trade Core,API latency met sub-50ms target; ready for scale testing.,120000.0,Post-trade Receipt,Missing Feature,Wait for QBR,,,,,,,,2.4,0.192
INT-014,Internal Sales Notes,,EU-DE,,,2025-04-17 08:13:00,,positive,,Product Availability by Region,0.36,Growth,,API latency met sub-50ms target; ready for scale testing.,Acct-CO_GTI,Internal Sales Notes,Acct-CO_GTI,Mid-Market,Compliance Lead,Negotiation,Email,Reporting/Tax,API latency met sub-50ms target; ready for scale testing.,0.0,SLA Dashboard,Pricing,Schedule Pilot,,,,,,,,0.1,0.0072
INT-015,Internal Sales Notes,,US-FL,,,2025-04-03 23:07:00,,positive,,Onboarding/KYC & Account Holds,0.7,Compliance,,Advanced order types matched competitor; trader desk satisfied.,Acct-CO_JYV,Internal Sales Notes,Acct-CO_JYV,Mid-Market,CTO,Evaluation,Call Summary,API/Execution,Advanced order types matched competitor; trader desk satisfied.,50000.0,Trailing Stop,None,Provide Security Docs,,,,,,,,1.0,0.14
INT-016,Internal Sales Notes,,EU-FR,,,2025-05-30 01:36:00,,positive,,Performance/Outages,0.79,Trust&Safety,,Advanced order types matched competitor; trader desk satisfied.,Acct-CO_LKQ,Internal Sales Notes,Acct-CO_LKQ,Enterprise,CTO,Discovery,QBR Note,Funding & Withdrawals,Advanced order types matched competitor; trader desk satisfied.,250000.0,Trailing Stop,Compliance Review,Pricing Review,,,,,,,,5.0,0.79
INT-017,Internal Sales Notes,,SG,,,2025-05-15 05:08:00,,positive,,Product Availability by Region,0.68,Growth,,Pricing acceptable with volume tiers; legal review clean.,Acct-CO_KHI,Internal Sales Notes,Acct-CO_KHI,Mid-Market,CFO,Pilot,Email,Wallet & On-chain,Pricing acceptable with volume tiers; legal review clean.,50000.0,Trailing Stop,None,Schedule Pilot,,,,,,,,1.0,0.136
INT-018,Internal Sales Notes,,EU-FR,,,2025-08-03 19:58:00,,negative,,"Payments, Deposits & Withdrawals",0.49,CX Efficiency,,Blocked by compliance review on KYC refresh cadence; timeline unclear.,Acct-CO_8Y1,Internal Sales Notes,Acct-CO_8Y1,Enterprise,CTO,Prospect,RFP Response,Wallet & On-chain,Blocked by compliance review on KYC refresh cadence; timeline unclear.,50000.0,OCO,Compliance Review,None,,,,,,,,1.0,1.47
INT-019,Internal Sales Notes,,US-NY,,,2025-04-04 19:33:00,,negative,,Onboarding/KYC & Account Holds,0.3,Compliance,,Settlement times for fiat withdrawals not meeting expectations.,Acct-CO_AZT,Internal Sales Notes,Acct-CO_AZT,SMB,Head of Trading,Negotiation,Email,API/Execution,Settlement times for fiat withdrawals not meeting expectations.,20000.0,Post-trade Receipt,Missing Feature,Schedule Pilot,,,,,,,,0.4,0.36
INT-020,Internal Sales Notes,,EU-DE,,,2025-02-28 20:00:00,,negative,,Tax Docs & Reporting,0.66,Compliance,,Settlement times for fiat withdrawals not meeting expectations.,Acct-CO_U9I,Internal Sales Notes,Acct-CO_U9I,SMB,CFO,Pilot,RFP Response,Reporting/Tax,Settlement times for fiat withdrawals not meeting expectations.,0.0,SLA Dashboard,Missing Feature,Pricing Review,,,,,,,,0.1,0.198
INT-021,Internal Sales Notes,,IN,,,2025-05-05 00:13:00,,negative,,Performance/Outages,0.57,Trust&Safety,,Blocked by compliance review on KYC refresh cadence; timeline unclear.,Acct-CO_7I6,Internal Sales Notes,Acct-CO_7I6,Mid-Market,Compliance Lead,Negotiation,Call Summary,API/Execution,Blocked by compliance review on KYC refresh cadence; timeline unclear.,250000.0,SLA Dashboard,Compliance Review,Pricing Review,,,,,,,,5.0,8.55
INT-022,Internal Sales Notes,,EU-ES,,,2025-04-14 02:21:00,,negative,,Support Experience,0.58,CX Efficiency,,Missing feature: OCO with trailing stop in one ticket.,Acct-CO_U4Y,Internal Sales Notes,Acct-CO_U4Y,SMB,CTO,Prospect,Call Summary,Reporting/Tax,Missing feature: OCO with trailing stop in one ticket.,120000.0,API Keys per Desk,Missing Feature,Pricing Review,,,,,,,,2.4,4.176
INT-023,Internal Sales Notes,,SG,,,2025-05-22 22:50:00,,negative,,Tax Docs & Reporting,0.61,Compliance,,Support SLA escalation during incident; CFO flagged risk.,Acct-CO_RM7,Internal Sales Notes,Acct-CO_RM7,SMB,Head of Trading,Prospect,QBR Note,API/Execution,Support SLA escalation during incident; CFO flagged risk.,250000.0,SLA Dashboard,Pricing,Pricing Review,,,,,,,,5.0,9.15
INT-024,Internal Sales Notes,,US-CA,,,2025-07-16 19:50:00,,negative,,Onboarding/KYC & Account Holds,0.36,Compliance,,Blocked by compliance review on KYC refresh cadence; timeline unclear.,Acct-CO_7Q1,Internal Sales Notes,Acct-CO_7Q1,SMB,Head of Trading,Evaluation,RFP Response,Advanced Trade Core,Blocked by compliance review on KYC refresh cadence; timeline unclear.,50000.0,OCO,Pricing,Wait for QBR,,,,,,,,1.0,1.08
INT-025,Internal Sales Notes,,US-TX,,,2025-06-17 02:23:00,,negative,,Performance/Outages,0.3,Trust&Safety,,Blocked by compliance review on KYC refresh cadence; timeline unclear.,Acct-CO_69U,Internal Sales Notes,Acct-CO_69U,SMB,CFO,Evaluation,Support Escalation,Funding & Withdrawals,Blocked by compliance review on KYC refresh cadence; timeline unclear.,5000.0,None,Missing Feature,None,,,,,,,,0.1,0.09
INT-026,Internal Sales Notes,,CA,,,2025-08-10 06:30:00,,negative,,Tax Docs & Reporting,0.35,Compliance,,Execution quality concerns vs. benchmark; asks for post-trade transparency.,Acct-CO_DK8,Internal Sales Notes,Acct-CO_DK8,Enterprise,PM,Evaluation,QBR Note,Security/Compliance,Execution quality concerns vs. benchmark; asks for post-trade transparency.,50000.0,Post-trade Receipt,Pricing,Wait for QBR,,,,,,,,1.0,1.05
INT-027,Internal Sales Notes,,US-CA,,,2025-04-29 22:04:00,,negative,,"Security, Fraud & Phishing",0.76,Trust&Safety,,Execution quality concerns vs. benchmark; asks for post-trade transparency.,Acct-CO_N3O,Internal Sales Notes,Acct-CO_N3O,Enterprise,CFO,Closed Won,Email,Reporting/Tax,Execution quality concerns vs. benchmark; asks for post-trade transparency.,50000.0,None,Missing Feature,Provide Security Docs,,,,,,,,1.0,2.28
INT-028,Internal Sales Notes,,EU-DE,,,2025-07-01 19:40:00,,negative,,Wallet & On-chain UX,0.83,Onchain Adoption,,Execution quality concerns vs. benchmark; asks for post-trade transparency.,Acct-CO_XZ2,Internal Sales Notes,Acct-CO_XZ2,Enterprise,Compliance Lead,Prospect,QBR Note,Wallet & On-chain,Execution quality concerns vs. benchmark; asks for post-trade transparency.,0.0,Trailing Stop,Pricing,Provide Security Docs,,,,,,,,0.1,0.249
INT-029,Internal Sales Notes,,CA,,,2025-06-12 21:37:00,,negative,,Product Availability by Region,0.65,Growth,,Blocked by compliance review on KYC refresh cadence; timeline unclear.,Acct-CO_8L2,Internal Sales Notes,Acct-CO_8L2,Enterprise,PM,Pilot,QBR Note,Reporting/Tax,Blocked by compliance review on KYC refresh cadence; timeline unclear.,5000.0,Post-trade Receipt,Compliance Review,Wait for QBR,,,,,,,,0.1,0.195
INT-030,Internal Sales Notes,,EU-FR,,,2025-03-03 09:02:00,,negative,,Product Availability by Region,0.75,Growth,,Support SLA escalation during incident; CFO flagged risk.,Acct-CO_7D3,Internal Sales Notes,Acct-CO_7D3,Mid-Market,Head of Trading,Pilot,Support Escalation,Funding & Withdrawals,Support SLA escalation during incident; CFO flagged risk.,0.0,OCO,Pricing,Schedule Pilot,,,,,,,,0.1,0.225
INT-031,Internal Sales Notes,,EU-DE,,,2025-06-09 18:27:00,,negative,,Performance/Outages,0.41,Trust&Safety,,Execution quality concerns vs. benchmark; asks for post-trade transparency.,Acct-CO_GFU,Internal Sales Notes,Acct-CO_GFU,Mid-Market,Head of Trading,Closed Won,RFP Response,API/Execution,Execution quality concerns vs. benchmark; asks for post-trade transparency.,250000.0,Trailing Stop,Security Approval,Pricing Review,,,,,,,,5.0,6.15
