customer_id,source,username,region,device,app_version,timestamp,rating,sentiment,review_text,theme,severity,strategic_goal,helpful_votes,feedback_text,author_handle,source_channel,account_name,account_type,contact_role,deal_stage,note_type,product_area,note_text,ARR_impact_estimate_USD,requested_feature,blocker,next_step,handle,followers,verified,tweet_text,likes,retweets,reply_count,source_weight,impact_score
INT-032,Internal Sales Notes,,CA,,,2025-03-15 11:22:00,,negative,,"Payments, Deposits & Withdrawals",0.78,CX Efficiency,,Missing feature: OCO with trailing stop in one ticket.,Acct-CO_2TN,Internal Sales Notes,Acct-CO_2TN,Mid-Market,CFO,Negotiation,Support Escalation,Security/Compliance,Missing feature: OCO with trailing stop in one ticket.,120000.0,Trailing Stop,Pricing,None,,,,,,,,2.4,5.616
INT-033,Internal Sales Notes,,US-TX,,,2025-07-29 05:35:00,,negative,,Trading/Execution & Fees,0.23,Growth,,Blocked by compliance review on KYC refresh cadence; timeline unclear.,Acct-CO_LIE,Internal Sales Notes,Acct-CO_LIE,Mid-Market,CFO,Closed Won,RFP Response,Wallet & On-chain,Blocked by compliance review on KYC refresh cadence; timeline unclear.,20000.0,Trailing Stop,Security Approval,Pricing Review,,,,,,,,0.4,0.276
INT-034,Internal Sales Notes,,EU-DE,,,2025-07-08 00:50:00,,neutral,,Onboarding/KYC & Account Holds,0.71,Compliance,,Legal asks for data residency statement and audit artifacts.,Acct-CO_58R,Internal Sales Notes,Acct-CO_58R,Mid-Market,CFO,Pilot,Email,Advanced Trade Core,Legal asks for data residency statement and audit artifacts.,20000.0,OCO,Pricing,Provide Security Docs,,,,,,,,0.4,0.284
INT-035,Internal Sales Notes,,EU-ES,,,2025-04-10 13:06:00,,neutral,,Trading/Execution & Fees,0.69,Growth,,Pilot proposed with 10 active traders; success criteria drafted.,Acct-CO_2U1,Internal Sales Notes,Acct-CO_2U1,Mid-Market,Head of Trading,Closed Lost,Support Escalation,Security/Compliance,Pilot proposed with 10 active traders; success criteria drafted.,250000.0,Trailing Stop,Pricing,Schedule Pilot,,,,,,,,5.0,3.45
INT-036,Internal Sales Notes,,CA,,,2025-04-07 06:51:00,,neutral,,"Security, Fraud & Phishing",0.15,Trust&Safety,,Pilot proposed with 10 active traders; success criteria drafted.,Acct-CO_5D5,Internal Sales Notes,Acct-CO_5D5,Enterprise,CFO,Discovery,RFP Response,API/Execution,Pilot proposed with 10 active traders; success criteria drafted.,20000.0,API Keys per Desk,Pricing,None,,,,,,,,0.4,0.06
INT-037,Internal Sales Notes,,IN,,,2025-03-19 07:09:00,,neutral,,"Security, Fraud & Phishing",0.67,Trust&Safety,,Comparative eval vs. two vendors; collecting references.,Acct-CO_9KU,Internal Sales Notes,Acct-CO_9KU,Mid-Market,Head of Trading,Evaluation,Email,Wallet & On-chain,Comparative eval vs. two vendors; collecting references.,5000.0,None,Missing Feature,Wait for QBR,,,,,,,,0.1,0.067
INT-038,Internal Sales Notes,,EU-FR,,,2025-03-09 23:29:00,,neutral,,Wallet & On-chain UX,0.61,Onchain Adoption,,Legal asks for data residency statement and audit artifacts.,Acct-CO_WNC,Internal Sales Notes,Acct-CO_WNC,Mid-Market,CFO,Evaluation,RFP Response,Advanced Trade Core,Legal asks for data residency statement and audit artifacts.,250000.0,Post-trade Receipt,Compliance Review,None,,,,,,,,5.0,3.05
INT-039,Internal Sales Notes,,JP,,,2025-06-11 00:07:00,,neutral,,Product Availability by Region,0.84,Growth,,Comparative eval vs. two vendors; collecting references.,Acct-CO_3RL,Internal Sales Notes,Acct-CO_3RL,Enterprise,Head of Trading,Prospect,Call Summary,Wallet & On-chain,Comparative eval vs. two vendors; collecting references.,5000.0,SLA Dashboard,Missing Feature,Schedule Pilot,,,,,,,,0.1,0.084
INT-040,Internal Sales Notes,,US-TX,,,2025-08-12 07:27:00,,neutral,,Trading/Execution & Fees,0.62,Growth,,Comparative eval vs. two vendors; collecting references.,Acct-CO_5K5,Internal Sales Notes,Acct-CO_5K5,Enterprise,Head of Trading,Pilot,QBR Note,Wallet & On-chain,Comparative eval vs. two vendors; collecting references.,250000.0,OCO,Compliance Review,Provide Security Docs,,,,,,,,5.0,3.1
INT-041,Internal Sales Notes,,US-NY,,,2025-03-12 03:20:00,,neutral,,Trading/Execution & Fees,0.39,Growth,,Stakeholders aligned on scope; waiting for security questionnaire.,Acct-CO_VSQ,Internal Sales Notes,Acct-CO_VSQ,Mid-Market,PM,Pilot,Call Summary,Wallet & On-chain,Stakeholders aligned on scope; waiting for security questionnaire.,20000.0,Trailing Stop,Missing Feature,Provide Security Docs,,,,,,,,0.4,0.156
INT-042,Internal Sales Notes,,BR,,,2025-03-17 18:46:00,,neutral,,Performance/Outages,0.41,Trust&Safety,,Stakeholders aligned on scope; waiting for security questionnaire.,Acct-CO_UVF,Internal Sales Notes,Acct-CO_UVF,Mid-Market,PM,Prospect,Call Summary,API/Execution,Stakeholders aligned on scope; waiting for security questionnaire.,50000.0,Post-trade Receipt,Security Approval,Provide Security Docs,,,,,,,,1.0,0.41
INT-043,Internal Sales Notes,,CA,,,2025-07-29 01:50:00,,neutral,,Support Experience,0.82,CX Efficiency,,Stakeholders aligned on scope; waiting for security questionnaire.,Acct-CO_TVV,Internal Sales Notes,Acct-CO_TVV,Enterprise,Compliance Lead,Discovery,Support Escalation,Funding & Withdrawals,Stakeholders aligned on scope; waiting for security questionnaire.,5000.0,SLA Dashboard,Missing Feature,Schedule Pilot,,,,,,,,0.1,0.082
INT-044,Internal Sales Notes,,US-TX,,,2025-07-14 02:00:00,,neutral,,"Payments, Deposits & Withdrawals",0.31,CX Efficiency,,Finance requested fee simulation across volume tiers.,Acct-CO_T99,Internal Sales Notes,Acct-CO_T99,Enterprise,CFO,Closed Lost,Call Summary,Advanced Trade Core,Finance requested fee simulation across volume tiers.,0.0,OCO,Missing Feature,None,,,,,,,,0.1,0.031
INT-045,Internal Sales Notes,,EU-ES,,,2025-07-30 21:41:00,,neutral,,Product Availability by Region,0.15,Growth,,Legal asks for data residency statement and audit artifacts.,Acct-CO_POX,Internal Sales Notes,Acct-CO_POX,SMB,CTO,Pilot,RFP Response,Wallet & On-chain,Legal asks for data residency statement and audit artifacts.,250000.0,SLA Dashboard,Security Approval,Schedule Pilot,,,,,,,,5.0,0.75
INT-046,Internal Sales Notes,,US-TX,,,2025-04-21 05:23:00,,neutral,,Product Availability by Region,0.2,Growth,,Stakeholders aligned on scope; waiting for security questionnaire.,Acct-CO_EWB,Internal Sales Notes,Acct-CO_EWB,SMB,CFO,Evaluation,RFP Response,Security/Compliance,Stakeholders aligned on scope; waiting for security questionnaire.,20000.0,None,Compliance Review,Schedule Pilot,,,,,,,,0.4,0.08
INT-047,Internal Sales Notes,,UK,,,2025-08-05 23:07:00,,neutral,,Wallet & On-chain UX,0.28,Onchain Adoption,,Finance requested fee simulation across volume tiers.,Acct-CO_SJ9,Internal Sales Notes,Acct-CO_SJ9,SMB,PM,Evaluation,Call Summary,Security/Compliance,Finance requested fee simulation across volume tiers.,120000.0,OCO,Compliance Review,Schedule Pilot,,,,,,,,2.4,0.672
INT-048,Internal Sales Notes,,UK,,,2025-03-05 18:23:00,,neutral,,Tax Docs & Reporting,0.2,Compliance,,Stakeholders aligned on scope; waiting for security questionnaire.,Acct-CO_N7G,Internal Sales Notes,Acct-CO_N7G,SMB,PM,Pilot,QBR Note,Funding & Withdrawals,Stakeholders aligned on scope; waiting for security questionnaire.,250000.0,OCO,Security Approval,Provide Security Docs,,,,,,,,5.0,1.0
INT-049,Internal Sales Notes,,JP,,,2025-06-12 11:37:00,,neutral,,Product Availability by Region,0.88,Growth,,Stakeholders aligned on scope; waiting for security questionnaire.,Acct-CO_CQK,Internal Sales Notes,Acct-CO_CQK,Enterprise,CTO,Closed Won,RFP Response,API/Execution,Stakeholders aligned on scope; waiting for security questionnaire.,5000.0,None,None,Provide Security Docs,,,,,,,,0.1,0.088
INT-050,Internal Sales Notes,,SG,,,2025-04-15 13:31:00,,neutral,,Product Availability by Region,0.87,Growth,,Stakeholders aligned on scope; waiting for security questionnaire.,Acct-CO_ATW,Internal Sales Notes,Acct-CO_ATW,Enterprise,CTO,Prospect,Email,Security/Compliance,Stakeholders aligned on scope; waiting for security questionnaire.,5000.0,None,Pricing,Schedule Pilot,,,,,,,,0.1,0.087
TW-001,Twitter (X),,,,,2025-06-05 21:08:00,,positive,,Performance/Outages,0.29,Trust&Safety,,Finally set bracket orders directly—smooth UX.,@trader_o6q0uswo,Twitter (X),,,,,,,,,,,,@trader_o6q0uswo,148860.0,True,Finally set bracket orders directly—smooth UX.,133.0,80.0,25.0,7.443,0.4317
TW-002,Twitter (X),,,,,2025-07-01 11:49:00,,positive,,Tax Docs & Reporting,0.27,Compliance,,Charts + order book visibility are clutch for scalps.,@trader_jch2vffq,Twitter (X),,,,,,,,,,,,@trader_jch2vffq,106574.0,True,Charts + order book visibility are clutch for scalps.,157.0,118.0,16.0,5.3287,0.2877
TW-003,Twitter (X),,,,,2025-06-25 01:43:00,,positive,,Trading/Execution & Fees,0.34,Growth,,Coinbase Advanced fills were instant during the spike. Nice.,@trader_3kzvh4fz,Twitter (X),,,,,,,,,,,,@trader_3kzvh4fz,93265.0,False,Coinbase Advanced fills were instant during the spike. Nice.,419.0,44.0,1.0,4.66325,0.3171
TW-004,Twitter (X),,,,,2025-05-27 11:43:00,,positive,,Performance/Outages,0.6,Trust&Safety,,Fee breakdowns on receipts make sense now.,@trader_0iq2fa39,Twitter (X),,,,,,,,,,,,@trader_0iq2fa39,34276.0,True,Fee breakdowns on receipts make sense now.,330.0,21.0,37.0,1.7138,0.2057
TW-005,Twitter (X),,,,,2025-02-26 05:59:00,,positive,,"Payments, Deposits & Withdrawals",0.56,CX Efficiency,,Charts + order book visibility are clutch for scalps.,@trader_ac6pe63l,Twitter (X),,,,,,,,,,,,@trader_ac6pe63l,11202.0,False,Charts + order book visibility are clutch for scalps.,420.0,185.0,25.0,0.5601,0.0627
TW-006,Twitter (X),,,,,2025-04-30 15:26:00,,positive,,Product Availability by Region,0.81,Growth,,Coinbase Advanced fills were instant during the spike. Nice.,@trader_yghgk5bw,Twitter (X),,,,,,,,,,,,@trader_yghgk5bw,64441.0,False,Coinbase Advanced fills were instant during the spike. Nice.,245.0,15.0,5.0,3.22205,0.522
TW-007,Twitter (X),,,,,2025-07-03 15:22:00,,positive,,Trading/Execution & Fees,0.83,Growth,,Fee breakdowns on receipts make sense now.,@trader_px2i9tan,Twitter (X),,,,,,,,,,,,@trader_px2i9tan,94149.0,False,Fee breakdowns on receipts make sense now.,257.0,82.0,24.0,4.70745,0.7814
TW-008,Twitter (X),,,,,2025-03-11 07:42:00,,positive,,Onboarding/KYC & Account Holds,0.29,Compliance,,Finally set bracket orders directly—smooth UX.,@trader_lh62c9t1,Twitter (X),,,,,,,,,,,,@trader_lh62c9t1,61027.0,True,Finally set bracket orders directly—smooth UX.,273.0,188.0,3.0,3.05135,0.177
TW-009,Twitter (X),,,,,2025-08-12 11:36:00,,positive,,Product Availability by Region,0.55,Growth,,Love the new pairs—liquidity looks solid.,@trader_m44gv3z6,Twitter (X),,,,,,,,,,,,@trader_m44gv3z6,7404.0,False,Love the new pairs—liquidity looks solid.,288.0,48.0,31.0,0.3702,0.0407
TW-010,Twitter (X),,,,,2025-03-31 10:03:00,,positive,,Trading/Execution & Fees,0.12,Growth,,Charts + order book visibility are clutch for scalps.,@trader_rdihsa7h,Twitter (X),,,,,,,,,,,,@trader_rdihsa7h,34217.0,False,Charts + order book visibility are clutch for scalps.,300.0,180.0,9.0,1.71085,0.0411
TW-011,Twitter (X),,,,,2025-06-18 20:20:00,,positive,,"Security, Fraud & Phishing",0.24,Trust&Safety,,Love the new pairs—liquidity looks solid.,@trader_8n7odkef,Twitter (X),,,,,,,,,,,,@trader_8n7odkef,114532.0,False,Love the new pairs—liquidity looks solid.,495.0,143.0,44.0,5.7266,0.2749
TW-012,Twitter (X),,,,,2025-02-22 05:38:00,,positive,,Support Experience,0.35,CX Efficiency,,Charts + order book visibility are clutch for scalps.,@trader_x3n0kgaz,Twitter (X),,,,,,,,,,,,@trader_x3n0kgaz,102665.0,False,Charts + order book visibility are clutch for scalps.,414.0,156.0,14.0,5.13325,0.3593
TW-013,Twitter (X),,,,,2025-02-16 08:13:00,,positive,,Tax Docs & Reporting,0.3,Compliance,,Coinbase Advanced fills were instant during the spike. Nice.,@trader_f0i9g5dz,Twitter (X),,,,,,,,,,,,@trader_f0i9g5dz,88024.0,False,Coinbase Advanced fills were instant during the spike. Nice.,34.0,89.0,16.0,4.4012,0.2641
TW-014,Twitter (X),,,,,2025-07-30 21:14:00,,positive,,Onboarding/KYC & Account Holds,0.23,Compliance,,Coinbase Advanced fills were instant during the spike. Nice.,@trader_n085rntd,Twitter (X),,,,,,,,,,,,@trader_n085rntd,125705.0,False,Coinbase Advanced fills were instant during the spike. Nice.,37.0,8.0,18.0,6.28525,0.2891
TW-015,Twitter (X),,,,,2025-02-21 13:41:00,,positive,,Wallet & On-chain UX,0.23,Onchain Adoption,,Charts + order book visibility are clutch for scalps.,@trader_8cgn0t6d,Twitter (X),,,,,,,,,,,,@trader_8cgn0t6d,126556.0,False,Charts + order book visibility are clutch for scalps.,455.0,111.0,10.0,6.3278,0.2911
TW-016,Twitter (X),,,,,2025-07-10 17:53:00,,positive,,"Security, Fraud & Phishing",0.49,Trust&Safety,,Coinbase Advanced fills were instant during the spike. Nice.,@trader_hgzz0jki,Twitter (X),,,,,,,,,,,,@trader_hgzz0jki,13021.0,False,Coinbase Advanced fills were instant during the spike. Nice.,27.0,92.0,0.0,0.65105,0.0638
TW-017,Twitter (X),,,,,2025-05-26 15:31:00,,positive,,Wallet & On-chain UX,0.82,Onchain Adoption,,Coinbase Advanced fills were instant during the spike. Nice.,@trader_3wrdhw9r,Twitter (X),,,,,,,,,,,,@trader_3wrdhw9r,30289.0,False,Coinbase Advanced fills were instant during the spike. Nice.,135.0,23.0,41.0,1.51445,0.2484
TW-018,Twitter (X),,,,,2025-08-11 21:06:00,,negative,,Support Experience,0.17,CX Efficiency,,Support replies feel canned—need a human on escalations.,@trader_g5nqjqij,Twitter (X),,,,,,,,,,,,@trader_g5nqjqij,16168.0,True,Support replies feel canned—need a human on escalations.,176.0,138.0,26.0,0.8084,0.4123
TW-019,Twitter (X),,,,,2025-05-26 22:02:00,,negative,,Performance/Outages,0.5,Trust&Safety,,App stalled right when volatility hit. Brutal.,@trader_cns8y7ui,Twitter (X),,,,,,,,,,,,@trader_cns8y7ui,78352.0,True,App stalled right when volatility hit. Brutal.,461.0,132.0,36.0,3.9176,5.8764
TW-020,Twitter (X),,,,,2025-07-24 04:53:00,,negative,,"Payments, Deposits & Withdrawals",0.58,CX Efficiency,,App stalled right when volatility hit. Brutal.,@trader_8q8ghgbc,Twitter (X),,,,,,,,,,,,@trader_8q8ghgbc,114145.0,True,App stalled right when volatility hit. Brutal.,163.0,186.0,4.0,5.70725,9.9306
TW-021,Twitter (X),,,,,2025-05-31 04:09:00,,negative,,Support Experience,0.55,CX Efficiency,,Support replies feel canned—need a human on escalations.,@trader_ut4s7azv,Twitter (X),,,,,,,,,,,,@trader_ut4s7azv,110004.0,True,Support replies feel canned—need a human on escalations.,298.0,194.0,6.0,5.5002,9.0753
TW-022,Twitter (X),,,,,2025-03-30 08:25:00,,negative,,Wallet & On-chain UX,0.22,Onchain Adoption,,Gas estimate shocked me on first onchain transfer.,@trader_22555jxu,Twitter (X),,,,,,,,,,,,@trader_22555jxu,124016.0,True,Gas estimate shocked me on first onchain transfer.,311.0,174.0,44.0,6.2008,4.0925
TW-023,Twitter (X),,,,,2025-04-26 15:54:00,,negative,,Trading/Execution & Fees,0.66,Growth,,Execution looked worse than my benchmark—need clarity on spread.,@trader_o5ybrjnm,Twitter (X),,,,,,,,,,,,@trader_o5ybrjnm,79454.0,False,Execution looked worse than my benchmark—need clarity on spread.,50.0,58.0,8.0,3.9727,7.8659
TW-024,Twitter (X),,,,,2025-05-20 01:32:00,,negative,,Support Experience,0.73,CX Efficiency,,Support replies feel canned—need a human on escalations.,@trader_1l0vdp6o,Twitter (X),,,,,,,,,,,,@trader_1l0vdp6o,127008.0,False,Support replies feel canned—need a human on escalations.,33.0,79.0,45.0,6.3504,13.9074
TW-025,Twitter (X),,,,,2025-05-17 22:12:00,,negative,,Support Experience,0.32,CX Efficiency,,Support replies feel canned—need a human on escalations.,@trader_e45bg34i,Twitter (X),,,,,,,,,,,,@trader_e45bg34i,119665.0,True,Support replies feel canned—need a human on escalations.,421.0,118.0,32.0,5.98325,5.7439
TW-026,Twitter (X),,,,,2025-08-09 02:18:00,,negative,,Trading/Execution & Fees,0.12,Growth,,Execution looked worse than my benchmark—need clarity on spread.,@trader_yirq8rtm,Twitter (X),,,,,,,,,,,,@trader_yirq8rtm,67816.0,False,Execution looked worse than my benchmark—need clarity on spread.,25.0,41.0,36.0,3.3908,1.2207
TW-027,Twitter (X),,,,,2025-02-16 07:16:00,,negative,,Support Experience,0.59,CX Efficiency,,App stalled right when volatility hit. Brutal.,@trader_yjoa21a6,Twitter (X),,,,,,,,,,,,@trader_yjoa21a6,45413.0,False,App stalled right when volatility hit. Brutal.,482.0,78.0,45.0,2.27065,4.0191
TW-028,Twitter (X),,,,,2025-08-02 11:35:00,,negative,,Support Experience,0.62,CX Efficiency,,Support replies feel canned—need a human on escalations.,@trader_64qhkswv,Twitter (X),,,,,,,,,,,,@trader_64qhkswv,1936.0,False,Support replies feel canned—need a human on escalations.,311.0,72.0,19.0,0.1,0.186
TW-029,Twitter (X),,,,,2025-04-16 01:51:00,,negative,,Support Experience,0.79,CX Efficiency,,Support replies feel canned—need a human on escalations.,@trader_c9x5jz6k,Twitter (X),,,,,,,,,,,,@trader_c9x5jz6k,39313.0,False,Support replies feel canned—need a human on escalations.,414.0,153.0,25.0,1.96565,4.6586
TW-030,Twitter (X),,,,,2025-04-11 21:34:00,,negative,,Onboarding/KYC & Account Holds,0.61,Compliance,,App stalled right when volatility hit. Brutal.,@trader_x9jpnbzu,Twitter (X),,,,,,,,,,,,@trader_x9jpnbzu,49795.0,False,App stalled right when volatility hit. Brutal.,243.0,171.0,22.0,2.48975,4.5562
TW-031,Twitter (X),,,,,2025-05-10 20:05:00,,negative,,Onboarding/KYC & Account Holds,0.28,Compliance,,Why is withdrawal still pending after KYC refresh?,@trader_445gdej3,Twitter (X),,,,,,,,,,,,@trader_445gdej3,48000.0,False,Why is withdrawal still pending after KYC refresh?,114.0,190.0,19.0,2.4,2.016
TW-032,Twitter (X),,,,,2025-06-22 03:55:00,,negative,,Onboarding/KYC & Account Holds,0.64,Compliance,,Why is withdrawal still pending after KYC refresh?,@trader_nvqebwuw,Twitter (X),,,,,,,,,,,,@trader_nvqebwuw,123799.0,True,Why is withdrawal still pending after KYC refresh?,271.0,76.0,26.0,6.18995,11.8847
TW-033,Twitter (X),,,,,2025-05-10 20:11:00,,negative,,Trading/Execution & Fees,0.35,Growth,,App stalled right when volatility hit. Brutal.,@trader_9m969f5g,Twitter (X),,,,,,,,,,,,@trader_9m969f5g,21194.0,False,App stalled right when volatility hit. Brutal.,29.0,1.0,28.0,1.0597,1.1127
TW-034,Twitter (X),,,,,2025-02-15 01:34:00,,neutral,,Trading/Execution & Fees,0.26,Growth,,"Limit orders only for now, seeing how it behaves.",@trader_uf22eppp,Twitter (X),,,,,,,,,,,,@trader_uf22eppp,125157.0,False,"Limit orders only for now, seeing how it behaves.",191.0,3.0,20.0,6.25785,1.627
TW-035,Twitter (X),,,,,2025-02-25 09:18:00,,neutral,,Onboarding/KYC & Account Holds,0.46,Compliance,,"Limit orders only for now, seeing how it behaves.",@trader_ywiymenv,Twitter (X),,,,,,,,,,,,@trader_ywiymenv,43793.0,True,"Limit orders only for now, seeing how it behaves.",266.0,152.0,33.0,2.18965,1.0072
TW-036,Twitter (X),,,,,2025-02-19 18:32:00,,neutral,,Trading/Execution & Fees,0.24,Growth,,Saw incident on status page; will retry later.,@trader_m6mg87oi,Twitter (X),,,,,,,,,,,,@trader_m6mg87oi,34404.0,True,Saw incident on status page; will retry later.,187.0,182.0,41.0,1.7202,0.4128
TW-037,Twitter (X),,,,,2025-03-17 17:16:00,,neutral,,Wallet & On-chain UX,0.48,Onchain Adoption,,Saw incident on status page; will retry later.,@trader_1wvbd4be,Twitter (X),,,,,,,,,,,,@trader_1wvbd4be,116484.0,False,Saw incident on status page; will retry later.,78.0,52.0,44.0,5.8242,2.7956
TW-038,Twitter (X),,,,,2025-03-15 03:31:00,,neutral,,Product Availability by Region,0.26,Growth,,New listing announced; watching volume.,@trader_xxjve3dz,Twitter (X),,,,,,,,,,,,@trader_xxjve3dz,30873.0,False,New listing announced; watching volume.,102.0,199.0,16.0,1.54365,0.4013
TW-039,Twitter (X),,,,,2025-07-10 21:31:00,,neutral,,"Security, Fraud & Phishing",0.22,Trust&Safety,,"Limit orders only for now, seeing how it behaves.",@trader_zkbrh7la,Twitter (X),,,,,,,,,,,,@trader_zkbrh7la,23341.0,True,"Limit orders only for now, seeing how it behaves.",46.0,199.0,32.0,1.16705,0.2568
TW-040,Twitter (X),,,,,2025-05-05 13:47:00,,neutral,,Wallet & On-chain UX,0.19,Onchain Adoption,,Testing Advanced today; moving from Pro.,@trader_xq9jb354,Twitter (X),,,,,,,,,,,,@trader_xq9jb354,94438.0,False,Testing Advanced today; moving from Pro.,435.0,194.0,2.0,4.7219,0.8972
TW-041,Twitter (X),,,,,2025-04-24 12:44:00,,neutral,,Trading/Execution & Fees,0.78,Growth,,"Limit orders only for now, seeing how it behaves.",@trader_l68j0nme,Twitter (X),,,,,,,,,,,,@trader_l68j0nme,104933.0,False,"Limit orders only for now, seeing how it behaves.",409.0,107.0,41.0,5.24665,4.0924
TW-042,Twitter (X),,,,,2025-05-22 11:39:00,,neutral,,Trading/Execution & Fees,0.12,Growth,,Testing Advanced today; moving from Pro.,@trader_zc7fov2y,Twitter (X),,,,,,,,,,,,@trader_zc7fov2y,47526.0,False,Testing Advanced today; moving from Pro.,350.0,186.0,8.0,2.3763,0.2852
TW-043,Twitter (X),,,,,2025-08-04 10:33:00,,neutral,,"Payments, Deposits & Withdrawals",0.52,CX Efficiency,,Saw incident on status page; will retry later.,@trader_5pcxa5s0,Twitter (X),,,,,,,,,,,,@trader_5pcxa5s0,148124.0,True,Saw incident on status page; will retry later.,358.0,158.0,6.0,7.4062,3.8512
TW-044,Twitter (X),,,,,2025-06-14 15:55:00,,neutral,,Tax Docs & Reporting,0.23,Compliance,,"Limit orders only for now, seeing how it behaves.",@trader_myn4u9bx,Twitter (X),,,,,,,,,,,,@trader_myn4u9bx,41147.0,False,"Limit orders only for now, seeing how it behaves.",384.0,125.0,20.0,2.05735,0.4732
TW-045,Twitter (X),,,,,2025-05-05 03:31:00,,neutral,,Wallet & On-chain UX,0.7,Onchain Adoption,,New listing announced; watching volume.,@trader_bixoiq2q,Twitter (X),,,,,,,,,,,,@trader_bixoiq2q,130677.0,False,New listing announced; watching volume.,9.0,26.0,25.0,6.53385,4.5737
TW-046,Twitter (X),,,,,2025-05-18 01:52:00,,neutral,,Performance/Outages,0.28,Trust&Safety,,Testing Advanced today; moving from Pro.,@trader_t328w6ux,Twitter (X),,,,,,,,,,,,@trader_t328w6ux,119602.0,False,Testing Advanced today; moving from Pro.,232.0,84.0,35.0,5.9801,1.6744
TW-047,Twitter (X),,,,,2025-06-27 11:44:00,,neutral,,Trading/Execution & Fees,0.19,Growth,,Comparing fees vs. my other venue tonight.,@trader_rxze1hm3,Twitter (X),,,,,,,,,,,,@trader_rxze1hm3,76551.0,False,Comparing fees vs. my other venue tonight.,459.0,42.0,31.0,3.82755,0.7272
TW-048,Twitter (X),,,,,2025-07-26 21:37:00,,neutral,,"Payments, Deposits & Withdrawals",0.2,CX Efficiency,,Saw incident on status page; will retry later.,@trader_jhe4h3gm,Twitter (X),,,,,,,,,,,,@trader_jhe4h3gm,108660.0,True,Saw incident on status page; will retry later.,456.0,115.0,29.0,5.433,1.0866
TW-049,Twitter (X),,,,,2025-07-12 05:46:00,,neutral,,Trading/Execution & Fees,0.75,Growth,,Comparing fees vs. my other venue tonight.,@trader_ertb74rs,Twitter (X),,,,,,,,,,,,@trader_ertb74rs,46462.0,False,Comparing fees vs. my other venue tonight.,53.0,99.0,42.0,2.3231,1.7423
TW-050,Twitter (X),,,,,2025-03-20 04:26:00,,neutral,,Trading/Execution & Fees,0.58,Growth,,Comparing fees vs. my other venue tonight.,@trader_5sn961j8,Twitter (X),,,,,,,,,,,,@trader_5sn961j8,77125.0,False,Comparing fees vs. my other venue tonight.,453.0,191.0,32.0,3.85625,2.2366
